book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count
106076,1563898683,9780000000000,"Jeph Loeb, Tim Sale",2000.0,Batman: Dark Victory,Batman: Dark Victory,4.11,22838
7821828,374105979,9780000000000,Edmund de Waal,2009.0,The Hare with Amber Eyes: A Family's Century of Art and Loss,The Hare With Amber Eyes: A Family's Century of Art and Loss,3.85,21885
11861062,385742371,9780000000000,Lissa Price,2012.0,Starters,"Starters (Starters, #1)",3.91,32143
1611656,141654707X,9780000000000,Kresley Cole,2008.0,Dark Needs at Night's Edge,Dark Needs at Night's Edge (Immortals After Dark #5),4.32,36250
38787,802133908,9780000000000,"Juan Rulfo, Margaret Sayers Peden, Susan Sontag",1955.0,Pedro Páramo,Pedro Páramo,4.04,20450
77391,553213156,9780000000000,L.M. Montgomery,1939.0,Anne of Ingleside,"Anne of Ingleside (Anne of Green Gables, #6)",4.05,36641
43928,385340605,9780000000000,Harlan Coben,1995.0,Deal Breaker,Deal Breaker (Myron Bolitar #1),3.94,28921
34080,393974995,9780000000000,"T.S. Eliot, Michael North",1922.0,The Waste Land,The Waste Land,4.11,29008
22875451,1455557102,9780000000000,"Heather Cocks, Jessica  Morgan",2015.0,The Royal We,The Royal We,3.8,25312
861326,380815575,9780000000000,Julia Quinn,2000.0,The Viscount Who Loved Me,"The Viscount Who Loved Me (Bridgertons, #2)",4.19,35591
9531,078683787X,9780000000000,"Dave Barry, Ridley Pearson, Greg Call",2006.0,Peter and the Shadow Thieves,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",4.15,29555
2071575,670018856,9780000000000,Jane Green,2008.0,The Beach House,The Beach House,3.62,25412
28634,057114456X,9780000000000,Milan Kundera,1990.0,Nesmrtelnost,Immortality,4.12,18574
15793074,125000098X,9780000000000,Jeffrey Archer,2013.0,Best Kept Secret,"Best Kept Secret (The Clifton Chronicles, #3)",3.94,18673
910863,076534825X,9780000000000,Robert Charles Wilson,2005.0,Spin,"Spin (Spin, #1)",4.01,26015
12083,300093055,9780000000000,Eugene O'Neill,1956.0,Long Day's Journey Into Night,Long Day's Journey Into Night,4.07,27215
74928,159307056X,9780000000000,"Kohta Hirano, Duane Johnson",1998.0,ヘルシング 1,"Hellsing, Vol. 01 (Hellsing, #1)",4.28,23895
228261,842329250,9780000000000,"Tim LaHaye, Jerry B. Jenkins",1998.0,Soul Harvest: The World Takes Sides,"Soul Harvest: The World Takes Sides (Left Behind, #4)",3.95,25675
123106,670061018,9780000000000,Laurie Halse Anderson,2007.0,Twisted,Twisted,3.83,29573
4692,751503894,9780000000000,Noah Gordon,1986.0,The Physician,"The Physician (Cole Family Trilogy, #1)",4.35,19310
21337,141591561X,9780000000000,"Dean Koontz, Kevin J. Anderson, Scott Brick",2005.0,Dean Koontz's Frankenstein: Prodigal Son,"Prodigal Son (Dean Koontz's Frankenstein, #1)",4.01,25871
122125,590316818,9780000000000,"Jane Yolen, Mark Teague",2000.0,How Do Dinosaurs Say Goodnight?,How Do Dinosaurs Say Good Night?,4.13,27968
573201,553278002,9780000000000,Robert Ludlum,1988.0,The Icarus Agenda,The Icarus Agenda,3.93,24170
7098304,1439123128,9780000000000,Kresley Cole,2010.0,Demon From the Dark ,Demon from the Dark (Immortals After Dark #10),4.47,34257
21031,60748125,9780000000000,Irvin D. Yalom,1992.0,When Nietzsche Wept: A Novel of Obsession,When Nietzsche Wept,4.25,18054
365990,394574753,9780000000000,Cormac McCarthy,1994.0,The Crossing ,"The Crossing (The Border Trilogy, #2)",4.11,21586
19068,140449493,9780000000000,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick",-350.0,Ἠθικὰ Νικομάχεια ,The Nicomachean Ethics,3.91,19380
14990,393329127,9780000000000,Mary Roach,2005.0,Spook: Science Tackles the Afterlife,Spook: Science Tackles the Afterlife,3.57,26306
171547,1420925806,9780000000000,William Blake,1789.0,Songs of Innocence and of Experience,Songs of Innocence and of Experience,4.11,26608
306364,312351623,9780000000000,Lisa Kleypas,2007.0,Sugar Daddy,"Sugar Daddy (Travises, #1)",4.0,31604
900065,394856392,9780000000000,"Stan Berenstain, Jan Berenstain",1983.0,The Berenstain Bears and the Messy Room,The Berenstain Bears and the Messy Room,4.16,27997
349473,141655484X,9780000000000,"Richard Bachman, Stephen King",2007.0,Blaze,Blaze,3.65,27673
286507,345363310,9780000000000,David Eddings,1988.0,Demon Lord of Karanda,"Demon Lord of Karanda (The Malloreon, #3)",4.05,30618
2693801,500237514,9780000000000,"H.W. Janson, Anthony F. Janson",1962.0,History of Art,History of Art,3.8,22146
7202831,034551548X,9780000000000,Tess Gerritsen,2010.0,Ice Cold,"Ice Cold (Rizzoli & Isles, #8)",4.14,24651
68520,312156960,9780000000000,Bernard Cornwell,1995.0,The Winter King,"The Winter King (The Warlord Chronicles, #1)",4.27,23540
59969,1593072945,9780000000000,Frank Miller,1993.0,Sin City: A Dame to Kill For,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",4.16,23170
544424,738710180,9780000000000,Simone Elkeles,2007.0,Leaving Paradise,"Leaving Paradise (Leaving Paradise, #1)",4.02,37323
475276,159182799X,9780000000000,Yukiru Sugisaki,1997.0,ディー・エヌ・エンジェル 1,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",4.01,25247
226791,446604844,9780000000000,David Baldacci,1996.0,Total Control,Total Control,4.06,24438
6411016,979528534,9780000000000,Karl Marlantes,2009.0,Matterhorn: A Novel of the Vietnam War,Matterhorn,4.25,22525
2159225,316057800,9780000000000,"Trenton Lee Stewart, Diana Sudyka",2008.0,The Mysterious Benedict Society and the Perilous Journey,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",4.19,31395
37526,743484878,9780000000000,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1599.0,The Cronicle History of Henry the fift,Henry V,3.87,29341
19083,486414248,9780000000000,Aristotle,-350.0,Politics,Politics,3.91,22128
522776,553805460,9780000000000,Jordan Belfort,2007.0,The Wolf of Wall Street,The Wolf of Wall Street,3.67,18289
174834,684815001,9780000000000,Dietrich Bonhoeffer,1937.0,Nachfolge,The Cost of Discipleship,4.35,23544
29430012,670026190,9780000000000,Amor Towles,2016.0,A Gentleman in Moscow,A Gentleman in Moscow,4.37,33394
6792458,1595581030,9780000000000,Michelle Alexander,2010.0,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,4.49,23205
32585,486431681,9780000000000,"Knut Hamsun, George Egerton",1890.0,Sult,Hunger,4.09,21394
18465852,385350848,9780000000000,Cristina Henriquez,2014.0,The Book of Unknown Americans,The Book of Unknown Americans,3.85,22461
11112619,144240907X,9780000000000,Lauren DeStefano,2012.0,Fever,"Fever (The Chemical Garden, #2)",3.79,37188
64865,312939000,9780000000000,Sue Grafton,1985.0,B is for Burglar,"B is for Burglar  (Kinsey Millhone, #2)",3.83,32733
3289281,316154857,9780000000000,Kate Atkinson,2008.0,When Will There Be Good News?,"When Will There Be Good News? (Jackson Brodie, #3)",3.97,25366
3134981,1401215815,9780000000000,"Brian Azzarello, Lee Bermejo",2008.0,Joker,The Joker,4.04,23033
359375,1401359795,9780000000000,"Sergei Lukyanenko, Andrew Bromfield",1998.0,Ночной дозор ,Night Watch (Watch #1),3.97,25574
17402288,385350813,9780000000000,Jenny Offill,2014.0,Dept. of Speculation,Dept. of Speculation,3.72,20253
22544024,451419928,9780000000000,Susan Meissner,2015.0,Secrets of a Charmed Life,Secrets of a Charmed Life,4.17,21375
85448,553268929,9780000000000,Pat Conroy,1976.0,The Great Santini,The Great Santini,4.13,22921
51606,806512814,9780000000000,Dalton Trumbo,1939.0,Johnny Got His Gun,Johnny Got His Gun,4.16,24871
32502,446607274,9780000000000,Michael Connelly,1999.0,Angels Flight,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",4.13,25469
4909,743243781,9780000000000,Frank McCourt,2005.0,Teacher Man,"Teacher Man (Frank McCourt, #3)",3.73,23736
5489684,006177894X,9780000000000,Ellen Schreiber,2008.0,Vampire Kisses: The Beginning (Vampire Kisses Omnibus),"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",4.12,25698
9307674,1423161610,9780000000000,Eoin Colfer,2012.0,The Last Guardian,"The Last Guardian (Artemis Fowl, #8)",4.15,34459
414895,345447980,9780000000000,"Pierre Boulle, Xan Fielding",1963.0,La planète des singes,Planet of the Apes,3.91,22742
7600922,451231619,9780000000000,Rachel Caine,2010.0,Ghost Town,"Ghost Town (The Morganville Vampires, #9)",4.27,31362
182496,440132940,9780000000000,Belva Plain,1978.0,Evergreen,Evergreen,3.98,23790
592657,038531387X,9780000000000,James Dickey,1970.0,Deliverance,Deliverance,3.86,24522
28547,689860072,9780000000000,Anne McCaffrey,1977.0,Dragonsinger,"Dragonsinger (Harper Hall, #2)",4.26,31874
13049981,61996203,9780000000000,Cynthia Hand,2013.0,Boundless,"Boundless (Unearthly, #3)",4.15,36433
568454,1421506238,9780000000000,"Katsura Hoshino, Mayumi Kobayashi",2004.0,"D.Gray-man, Volume 1","D.Gray-man, Volume 01",4.21,23910
41810,553299492,9780000000000,Isaac Asimov,1983.0,The Robots of Dawn,The Robots of Dawn (Robot #3),4.13,26075
18431,440241359,9780000000000,"Ian Caldwell, Dustin Thomason",2004.0,The Rule of Four,The Rule of Four,3.22,22724
16718083,751552615,9780000000000,Jessica Sorensen,2013.0,The Redemption of Callie & Kayden,"The Redemption of Callie & Kayden (The Coincidence, #2)",4.11,38452
32505,446699551,9780000000000,Michael Connelly,2005.0,The Closers,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",4.08,24688
275000,60525592,9780000000000,Erin Hunter,2003.0,Fire and Ice,"Fire and Ice (Warriors, #2)",4.36,30745
5509920,373773927,9780000000000,Gena Showalter,2009.0,The Darkest Whisper,The Darkest Whisper (Lords of the Underworld #4),4.33,35144
46190,1400083028,9780000000000,Rob Sheffield,2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Love Is a Mix Tape,3.83,21971
14595,802142648,9780000000000,"Legs McNeil, Gillian McCain",1996.0,Please Kill Me: The Uncensored Oral History of Punk,Please Kill Me: The Uncensored Oral History of Punk,4.16,20652
833549,64440591,9780000000000,Arnold Lobel,1976.0,Frog and Toad All Year,"Frog and Toad All Year (Frog and Toad, #3)",4.34,28930
68418,786915889,9780000000000,R.A. Salvatore,1998.0,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)","The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",4.33,20722
30225,425217248,9780000000000,Laurell K. Hamilton,2007.0,"The Harlequin (Anita Blake, Vampire Hunter, #15)","The Harlequin (Anita Blake, Vampire Hunter #15)",3.9,35620
237320,64410471,9780000000000,Sarah Weeks,2004.0,So B. It,So B. It,4.1,26658
1675216,1416954171,9780000000000,Margaret Peterson Haddix,2008.0,Found,"Found (The Missing, #1)",3.97,30807
68458,8370540791,9790000000000,Andrzej Sapkowski,1994.0,Krew elfów,"Krew elfów (Saga o Wiedźminie, #3)",4.23,11981
82747,60512148,9780000000000,Marian Keyes,2002.0,Angels," Angels (Walsh Family, #3)",3.73,25680
8306745,141699792X,9780000000000,Brandon Mull,2011.0,A World Without Heroes,"A World Without Heroes (Beyonders, #1)",4.07,27160
5201089,1741663016,9780000000000,John Flanagan,2008.0,The Kings of Clonmel,"The Kings of Clonmel (Ranger's Apprentice, #8)",4.29,30299
25816688,62200631,9780000000000,Joe Hill,2016.0,The Fireman,The Fireman,3.92,17052
19346451,62194720,9780000000000,Pittacus Lore,2014.0,The Revenge of Seven,"The Revenge of Seven (Lorien Legacies, #5)",4.28,26075
387749,1934648205,9780000000000,Lew Wallace,1880.0,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,4.02,25280
9646,156421178,9780000000000,"George Orwell, Lionel Trilling",1938.0,Homage to Catalonia,Homage to Catalonia,4.14,22227
251519,446694843,9780000000000,Lolly Winston,2004.0,Good Grief,Good Grief,3.72,24273
18635622,345533488,9780000000000,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",4.19,20009
7747263,1423121287,9780000000000,Melissa de la Cruz,2010.0,Misguided Angel,"Misguided Angel (Blue Bloods, #5)",3.93,33454
1270615,1593078226,9780000000000,"Joss Whedon, Georges Jeanty",2007.0,The Long Way Home,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",3.96,26561
7324659,61718947,9780000000000,Anthony Bourdain,2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,3.73,21973
3562,055323370X,9780000000000,L.M. Montgomery,1923.0,Emily of New Moon,"Emily of New Moon (Emily, #1)",4.09,33317
113205,802150594,9780000000000,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925.0,Собачье сердце,Heart of a Dog,4.14,20086
676737,679723110,9780000000000,John Gardner,1970.0,Grendel,Grendel,3.69,25787
68528,61144835,9780000000000,Bernard Cornwell,2005.0,The Pale Rider,"The Pale Horseman (The Saxon Stories, #2)",4.27,21686
64582,140092501,9780000000000,James Gleick,1987.0,Chaos: Making a New Science,Chaos: Making a New Science,3.98,21703
16982,785100490,9780000000000,"Kurt Busiek, Alex Ross",1993.0,Marvels,Marvels,4.21,21636
13722902,193636574X,9780000000000,Dave Eggers,2012.0,A Hologram for the King,A Hologram for the King,3.29,20094
10959277,1595144919,9780000000000,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,The Future of Us,3.58,32986
1713912,316024643,9780000000000,James Patterson,2008.0,Cross Country,"Cross Country (Alex Cross, #14)",3.83,26068
6538757,1849231842,9780000000000,Kristen Ashley,2008.0,Rock Chick,"Rock Chick (Rock Chick, #1)",4.2,41292
11366397,1442445807,9780000000000,Suzanne Young,2013.0,The Program,"The Program (The Program, #1)",4.07,30517
84777,446699535,9780000000000,Michael Connelly,2002.0,City of Bones,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",4.04,25096
45244,345461665,9780000000000,Peter F. Hamilton,2005.0,Judas Unchained,Judas Unchained,4.3,20850
7035,1400031362,9780000000000,Alexander McCall Smith,2001.0,Morality for Beautiful Girls,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",3.97,29574
4570679,1416571736,9780000000000,Jennifer Echols,2009.0,Going Too Far,Going Too Far,3.93,35071
16240761,62120395,9780000000000,Philipp Meyer,2012.0,The Son,The Son,3.98,19821
84132,312938810,9780000000000,Sherrilyn Kenyon,2007.0,The Dream Hunter,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",4.06,34888
33455,60735449,9780000000000,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,Island of the Sequined Love Nun,3.78,25166
26114135,1250074134,9780000000000,Bryn Greenwood,2016.0,All the Ugly and Wonderful Things,All the Ugly and Wonderful Things,4.12,30089
16101126,670785601,9780000000000,Sarah Dessen,2013.0,The Moon and More,The Moon and More,3.63,29896
3895,609602195,9780000000000,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,4.21,22497
7800188,1595143424,9780000000000,"Kathy Reichs, Brendan Reichs",2010.0,Virals,"Virals (Virals, #1)",3.94,30226
6365221,080508925X,9780000000000,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,Mennonite in a Little Black Dress: A Memoir of Going Home,3.17,23096
830791,446607711,9780000000000,David Baldacci,1998.0,The Simple Truth,The Simple Truth,4.03,23615
26891429,034550500X,9780000000000,Justin Cronin,2016.0,The City of Mirrors,"The City of Mirrors (The Passage, #3)",4.2,16352
395962,765345048,9780000000000,Jacqueline Carey,2002.0,Kushiel's Chosen,"Kushiel's Chosen (Phèdre's Trilogy, #2)",4.31,28621
22874559,8129135728,9790000000000,Chetan Bhagat,2014.0,Half Girlfriend,Half Girlfriend,3.16,22082
52397,446675504,9780000000000,Octavia E. Butler,1993.0,"Parable of the Sower (Earthseed, #1)","Parable of the Sower (Earthseed, #1)",4.14,25577
11872242,1846057914,9780000000000,"James Patterson, Maxine Paetro",2012.0,11th hour,"11th Hour (Women's Murder Club, #11)",4.02,22697
13151129,765329042,9780000000000,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1) ","Earth Unaware (The First Formic War, #1)",3.91,27961
9999107,312658656,9780000000000,Daisy Goodwin,2010.0,My Last Duchess,The American Heiress,3.41,23992
659612,671729489,9780000000000,V.C. Andrews,1984.0,Seeds of Yesterday,"Seeds of Yesterday (Dollanganger, #4)",3.81,27307
608287,60975776,9780000000000,Denis Johnson,1992.0,Jesus' Son: Stories,Jesus' Son,4.15,20120
13573622,141659521X,9780000000000,Vince Flynn,2012.0,The Last Man,"The Last Man (Mitch Rapp, #13)",4.34,21240
9503,034546401X,9780000000000,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,3.41,24579
13547381,1439164681,9780000000000,Lisa Genova,2012.0,Love Anthony,Love Anthony,3.94,22838
641604,159184021X,9780000000000,Seth Godin,2003.0,Purple Cow: Transform Your Business by Being Remarkable,Purple Cow: Transform Your Business by Being Remarkable,3.78,25230
16131489,399162437,9780000000000,Rick Yancey,2016.0,The Last Star,"The Last Star (The 5th Wave, #3)",3.64,30324
426825,055327094X,9780000000000,Leon Uris,1970.0,QB VII,QB VII,4.17,24396
24876258,451466802,9780000000000,Jim Butcher,2015.0,The Aeronaut's Windlass ,"The Aeronaut's Windlass (The Cinder Spires, #1)",4.18,20845
23529,861661419,9780000000000,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,From Hell,4.16,23971
86321,739453823,9780000000000,Nora Roberts,2005.0,Black Rose,"Black Rose (In the Garden, #2)",4.03,29058
65910,553587692,9780000000000,Lisa Gardner,1997.0,The Perfect Husband,"The Perfect Husband (Quincy & Rainie, #1)",4.01,26578
113310,345366239,9780000000000,Katherine Neville,1988.0,The Eight,The Eight (The Eight #1),3.92,22928
161887,152052216,9780000000000,Edith Pattou,2003.0,East,East,4.14,30596
127584,345335082,9780000000000,Anne McCaffrey,1971.0,Dragonquest,"Dragonquest (Pern, #2)",4.09,31971
357636,393301583,9780000000000,"Sigmund Freud, James Strachey, Peter Gay",1930.0,Das Unbehagen in der Kultur,Civilization and Its Discontents,3.76,21447
12394068,1444737090,9780000000000,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,17971
17411703,345545850,9780000000000,J. Kenner,2013.0,Complete Me,"Complete Me (Stark Trilogy, #3)",4.23,32212
19288321,553392425,9780000000000,Robin Hobb,2014.0,Fool's Assassin,"Fool's Assassin (The Fitz and the Fool, #1)",4.35,15601
31979,785115315,9780000000000,"Joss Whedon, John Cassaday",2004.0,"Astonishing X-Men, Volume 1: Gifted","Astonishing X-Men, Volume 1: Gifted",4.17,22373
